"a";"b";"c";"d";"e";"f";"g";"h";"i";"j"
0,5466666667;0,5488888889;0,5333333333;0,5433333333;0,5477777778;0,5477777778;0,5488888889;0,555;0,5644444444;0,5644444444
0,5488888889;0,5333333333;0,5433333333;0,5477777778;0,5477777778;0,5488888889;0,555;0,5644444444;0,5644444444;0,5766666667
0,5333333333;0,5433333333;0,5477777778;0,5477777778;0,5488888889;0,555;0,5644444444;0,5644444444;0,5766666667;0,5766666667
0,5433333333;0,5477777778;0,5477777778;0,5488888889;0,555;0,5644444444;0,5644444444;0,5766666667;0,5766666667;0,5855555556
0,5477777778;0,5477777778;0,5488888889;0,555;0,5644444444;0,5644444444;0,5766666667;0,5766666667;0,5855555556;0,5955555556
0,5477777778;0,5488888889;0,555;0,5644444444;0,5644444444;0,5766666667;0,5766666667;0,5855555556;0,5955555556;0,5977777778
0,5488888889;0,555;0,5644444444;0,5644444444;0,5766666667;0,5766666667;0,5855555556;0,5955555556;0,5977777778;0,62
0,555;0,5644444444;0,5644444444;0,5766666667;0,5766666667;0,5855555556;0,5955555556;0,5977777778;0,62;0,6322222222
0,5644444444;0,5644444444;0,5766666667;0,5766666667;0,5855555556;0,5955555556;0,5977777778;0,62;0,6322222222;0,6288888889
0,5644444444;0,5766666667;0,5766666667;0,5855555556;0,5955555556;0,5977777778;0,62;0,6322222222;0,6288888889;0,6222222222
0,5766666667;0,5766666667;0,5855555556;0,5955555556;0,5977777778;0,62;0,6322222222;0,6288888889;0,6222222222;0,6155555556
0,5766666667;0,5855555556;0,5955555556;0,5977777778;0,62;0,6322222222;0,6288888889;0,6222222222;0,6155555556;0,6077777778
0,5855555556;0,5955555556;0,5977777778;0,62;0,6322222222;0,6288888889;0,6222222222;0,6155555556;0,6077777778;0,6066666667
0,5955555556;0,5977777778;0,62;0,6322222222;0,6288888889;0,6222222222;0,6155555556;0,6077777778;0,6066666667;0,6188888889
0,5977777778;0,62;0,6322222222;0,6288888889;0,6222222222;0,6155555556;0,6077777778;0,6066666667;0,6188888889;0,6227777778
0,62;0,6322222222;0,6288888889;0,6222222222;0,6155555556;0,6077777778;0,6066666667;0,6188888889;0,6227777778;0,5988888889
0,6322222222;0,6288888889;0,6222222222;0,6155555556;0,6077777778;0,6066666667;0,6188888889;0,6227777778;0,5988888889;0,6022222222
0,6288888889;0,6222222222;0,6155555556;0,6077777778;0,6066666667;0,6188888889;0,6227777778;0,5988888889;0,6022222222;0,6066666667
0,6222222222;0,6155555556;0,6077777778;0,6066666667;0,6188888889;0,6227777778;0,5988888889;0,6022222222;0,6066666667;0,6022222222
0,6155555556;0,6077777778;0,6066666667;0,6188888889;0,6227777778;0,5988888889;0,6022222222;0,6066666667;0,6022222222;0,6927777778
0,6077777778;0,6066666667;0,6188888889;0,6227777778;0,5988888889;0,6022222222;0,6066666667;0,6022222222;0,6927777778;0,7355555556
0,6066666667;0,6188888889;0,6227777778;0,5988888889;0,6022222222;0,6066666667;0,6022222222;0,6927777778;0,7355555556;0,7455555556
0,6188888889;0,6227777778;0,5988888889;0,6022222222;0,6066666667;0,6022222222;0,6927777778;0,7355555556;0,7455555556;0,7544444444
0,6227777778;0,5988888889;0,6022222222;0,6066666667;0,6022222222;0,6927777778;0,7355555556;0,7455555556;0,7544444444;0,7488888889
0,5988888889;0,6022222222;0,6066666667;0,6022222222;0,6927777778;0,7355555556;0,7455555556;0,7544444444;0,7488888889;0,7633333333
0,6022222222;0,6066666667;0,6022222222;0,6927777778;0,7355555556;0,7455555556;0,7544444444;0,7488888889;0,7633333333;0,7622222222
0,6066666667;0,6022222222;0,6927777778;0,7355555556;0,7455555556;0,7544444444;0,7488888889;0,7633333333;0,7622222222;0,7211111111
0,6022222222;0,6927777778;0,7355555556;0,7455555556;0,7544444444;0,7488888889;0,7633333333;0,7622222222;0,7211111111;0,7288888889
0,6927777778;0,7355555556;0,7455555556;0,7544444444;0,7488888889;0,7633333333;0,7622222222;0,7211111111;0,7288888889;0,7388888889
0,7355555556;0,7455555556;0,7544444444;0,7488888889;0,7633333333;0,7622222222;0,7211111111;0,7288888889;0,7388888889;0,7588888889
0,7455555556;0,7544444444;0,7488888889;0,7633333333;0,7622222222;0,7211111111;0,7288888889;0,7388888889;0,7588888889;0,7711111111
0,7544444444;0,7488888889;0,7633333333;0,7622222222;0,7211111111;0,7288888889;0,7388888889;0,7588888889;0,7711111111;0,7877777778
0,7488888889;0,7633333333;0,7622222222;0,7211111111;0,7288888889;0,7388888889;0,7588888889;0,7711111111;0,7877777778;0,7855555556
0,7633333333;0,7622222222;0,7211111111;0,7288888889;0,7388888889;0,7588888889;0,7711111111;0,7877777778;0,7855555556;0,8055555556
0,7622222222;0,7211111111;0,7288888889;0,7388888889;0,7588888889;0,7711111111;0,7877777778;0,7855555556;0,8055555556;0,8166666667
0,7211111111;0,7288888889;0,7388888889;0,7588888889;0,7711111111;0,7877777778;0,7855555556;0,8055555556;0,8166666667;0,8231111111
0,7288888889;0,7388888889;0,7588888889;0,7711111111;0,7877777778;0,7855555556;0,8055555556;0,8166666667;0,8231111111;0,8216666667
0,7388888889;0,7588888889;0,7711111111;0,7877777778;0,7855555556;0,8055555556;0,8166666667;0,8231111111;0,8216666667;0,8118333333
0,7588888889;0,7711111111;0,7877777778;0,7855555556;0,8055555556;0,8166666667;0,8231111111;0,8216666667;0,8118333333;0,7970222222
0,7711111111;0,7877777778;0,7855555556;0,8055555556;0,8166666667;0,8231111111;0,8216666667;0,8118333333;0,7970222222;0,8222222222
0,7877777778;0,7855555556;0,8055555556;0,8166666667;0,8231111111;0,8216666667;0,8118333333;0,7970222222;0,8222222222;0,8433333333
0,7855555556;0,8055555556;0,8166666667;0,8231111111;0,8216666667;0,8118333333;0,7970222222;0,8222222222;0,8433333333;0,8422222222
0,8055555556;0,8166666667;0,8231111111;0,8216666667;0,8118333333;0,7970222222;0,8222222222;0,8433333333;0,8422222222;0,8408333333
0,8166666667;0,8231111111;0,8216666667;0,8118333333;0,7970222222;0,8222222222;0,8433333333;0,8422222222;0,8408333333;0,8422222222
0,8231111111;0,8216666667;0,8118333333;0,7970222222;0,8222222222;0,8433333333;0,8422222222;0,8408333333;0,8422222222;0,8522222222
0,8216666667;0,8118333333;0,7970222222;0,8222222222;0,8433333333;0,8422222222;0,8408333333;0,8422222222;0,8522222222;0,8755555556
0,8118333333;0,7970222222;0,8222222222;0,8433333333;0,8422222222;0,8408333333;0,8422222222;0,8522222222;0,8755555556;0,8844444444
0,7970222222;0,8222222222;0,8433333333;0,8422222222;0,8408333333;0,8422222222;0,8522222222;0,8755555556;0,8844444444;0,8733333333
0,8222222222;0,8433333333;0,8422222222;0,8408333333;0,8422222222;0,8522222222;0,8755555556;0,8844444444;0,8733333333;0,8777777778
0,8433333333;0,8422222222;0,8408333333;0,8422222222;0,8522222222;0,8755555556;0,8844444444;0,8733333333;0,8777777778;0,9305555556
0,8422222222;0,8408333333;0,8422222222;0,8522222222;0,8755555556;0,8844444444;0,8733333333;0,8777777778;0,9305555556;0,9255555556
0,8408333333;0,8422222222;0,8522222222;0,8755555556;0,8844444444;0,8733333333;0,8777777778;0,9305555556;0,9255555556;0,9161111111
0,8422222222;0,8522222222;0,8755555556;0,8844444444;0,8733333333;0,8777777778;0,9305555556;0,9255555556;0,9161111111;0,9011111111
0,8522222222;0,8755555556;0,8844444444;0,8733333333;0,8777777778;0,9305555556;0,9255555556;0,9161111111;0,9011111111;0,9092222222
0,8755555556;0,8844444444;0,8733333333;0,8777777778;0,9305555556;0,9255555556;0,9161111111;0,9011111111;0,9092222222;0,8966666667
0,8844444444;0,8733333333;0,8777777778;0,9305555556;0,9255555556;0,9161111111;0,9011111111;0,9092222222;0,8966666667;0,8883333333
0,8733333333;0,8777777778;0,9305555556;0,9255555556;0,9161111111;0,9011111111;0,9092222222;0,8966666667;0,8883333333;0,8733333333
0,8777777778;0,9305555556;0,9255555556;0,9161111111;0,9011111111;0,9092222222;0,8966666667;0,8883333333;0,8733333333;0,8633333333
0,9305555556;0,9255555556;0,9161111111;0,9011111111;0,9092222222;0,8966666667;0,8883333333;0,8733333333;0,8633333333;0,8722222222
0,9255555556;0,9161111111;0,9011111111;0,9092222222;0,8966666667;0,8883333333;0,8733333333;0,8633333333;0,8722222222;0,87
0,9161111111;0,9011111111;0,9092222222;0,8966666667;0,8883333333;0,8733333333;0,8633333333;0,8722222222;0,87;0,8755555556
0,9011111111;0,9092222222;0,8966666667;0,8883333333;0,8733333333;0,8633333333;0,8722222222;0,87;0,8755555556;0,8722222222
0,9092222222;0,8966666667;0,8883333333;0,8733333333;0,8633333333;0,8722222222;0,87;0,8755555556;0,8722222222;0,8855555556
0,8966666667;0,8883333333;0,8733333333;0,8633333333;0,8722222222;0,87;0,8755555556;0,8722222222;0,8855555556;0,8877777778
0,8883333333;0,8733333333;0,8633333333;0,8722222222;0,87;0,8755555556;0,8722222222;0,8855555556;0,8877777778;0,8922222222
0,8733333333;0,8633333333;0,8722222222;0,87;0,8755555556;0,8722222222;0,8855555556;0,8877777778;0,8922222222;0,8927777778
0,8633333333;0,8722222222;0,87;0,8755555556;0,8722222222;0,8855555556;0,8877777778;0,8922222222;0,8927777778;0,9088888889
0,8722222222;0,87;0,8755555556;0,8722222222;0,8855555556;0,8877777778;0,8922222222;0,8927777778;0,9088888889;0,91
0,87;0,8755555556;0,8722222222;0,8855555556;0,8877777778;0,8922222222;0,8927777778;0,9088888889;0,91;0,9088888889
0,8755555556;0,8722222222;0,8855555556;0,8877777778;0,8922222222;0,8927777778;0,9088888889;0,91;0,9088888889;0,9
0,8722222222;0,8855555556;0,8877777778;0,8922222222;0,8927777778;0,9088888889;0,91;0,9088888889;0,9;0,9038888889
0,8855555556;0,8877777778;0,8922222222;0,8927777778;0,9088888889;0,91;0,9088888889;0,9;0,9038888889;0,9111111111
0,8877777778;0,8922222222;0,8927777778;0,9088888889;0,91;0,9088888889;0,9;0,9038888889;0,9111111111;0,8977777778
0,8922222222;0,8927777778;0,9088888889;0,91;0,9088888889;0,9;0,9038888889;0,9111111111;0,8977777778;0,9127777778
0,8927777778;0,9088888889;0,91;0,9088888889;0,9;0,9038888889;0,9111111111;0,8977777778;0,9127777778;0,9055555556
0,9088888889;0,91;0,9088888889;0,9;0,9038888889;0,9111111111;0,8977777778;0,9127777778;0,9055555556;0,9033333333
0,91;0,9088888889;0,9;0,9038888889;0,9111111111;0,8977777778;0,9127777778;0,9055555556;0,9033333333;0,9072222222
0,9088888889;0,9;0,9038888889;0,9111111111;0,8977777778;0,9127777778;0,9055555556;0,9033333333;0,9072222222;0,91
0,9;0,9038888889;0,9111111111;0,8977777778;0,9127777778;0,9055555556;0,9033333333;0,9072222222;0,91;0,9094444444
0,9038888889;0,9111111111;0,8977777778;0,9127777778;0,9055555556;0,9033333333;0,9072222222;0,91;0,9094444444;0,9088888889
0,9111111111;0,8977777778;0,9127777778;0,9055555556;0,9033333333;0,9072222222;0,91;0,9094444444;0,9088888889;0,9111111111
0,8977777778;0,9127777778;0,9055555556;0,9033333333;0,9072222222;0,91;0,9094444444;0,9088888889;0,9111111111;0,9122222222
0,9127777778;0,9055555556;0,9033333333;0,9072222222;0,91;0,9094444444;0,9088888889;0,9111111111;0,9122222222;0,9111111111
0,9055555556;0,9033333333;0,9072222222;0,91;0,9094444444;0,9088888889;0,9111111111;0,9122222222;0,9111111111;0,9288888889
0,9033333333;0,9072222222;0,91;0,9094444444;0,9088888889;0,9111111111;0,9122222222;0,9111111111;0,9288888889;0,9299
0,9072222222;0,91;0,9094444444;0,9088888889;0,9111111111;0,9122222222;0,9111111111;0,9288888889;0,9299;0,9344444444
0,91;0,9094444444;0,9088888889;0,9111111111;0,9122222222;0,9111111111;0,9288888889;0,9299;0,9344444444;0,9433333333
0,9094444444;0,9088888889;0,9111111111;0,9122222222;0,9111111111;0,9288888889;0,9299;0,9344444444;0,9433333333;0,9311111111
0,9088888889;0,9111111111;0,9122222222;0,9111111111;0,9288888889;0,9299;0,9344444444;0,9433333333;0,9311111111;0,9255555556
0,9111111111;0,9122222222;0,9111111111;0,9288888889;0,9299;0,9344444444;0,9433333333;0,9311111111;0,9255555556;0,9455555556
0,9122222222;0,9111111111;0,9288888889;0,9299;0,9344444444;0,9433333333;0,9311111111;0,9255555556;0,9455555556;0,9638888889
0,9111111111;0,9288888889;0,9299;0,9344444444;0,9433333333;0,9311111111;0,9255555556;0,9455555556;0,9638888889;0,9677777778
0,9288888889;0,9299;0,9344444444;0,9433333333;0,9311111111;0,9255555556;0,9455555556;0,9638888889;0,9677777778;0,9777777778
0,9299;0,9344444444;0,9433333333;0,9311111111;0,9255555556;0,9455555556;0,9638888889;0,9677777778;0,9777777778;0,9794444444
0,9344444444;0,9433333333;0,9311111111;0,9255555556;0,9455555556;0,9638888889;0,9677777778;0,9777777778;0,9794444444;0,9866666667
0,9433333333;0,9311111111;0,9255555556;0,9455555556;0,9638888889;0,9677777778;0,9777777778;0,9794444444;0,9866666667;0,995
0,9311111111;0,9255555556;0,9455555556;0,9638888889;0,9677777778;0,9777777778;0,9794444444;0,9866666667;0,995;0,99
0,9255555556;0,9455555556;0,9638888889;0,9677777778;0,9777777778;0,9794444444;0,9866666667;0,995;0,99;0,9786666667
0,9455555556;0,9638888889;0,9677777778;0,9777777778;0,9794444444;0,9866666667;0,995;0,99;0,9786666667;0,9561111111
0,9638888889;0,9677777778;0,9777777778;0,9794444444;0,9866666667;0,995;0,99;0,9786666667;0,9561111111;0,9855555556
0,9677777778;0,9777777778;0,9794444444;0,9866666667;0,995;0,99;0,9786666667;0,9561111111;0,9855555556;0,9744444444
0,9777777778;0,9794444444;0,9866666667;0,995;0,99;0,9786666667;0,9561111111;0,9855555556;0,9744444444;0,9855555556
0,9794444444;0,9866666667;0,995;0,99;0,9786666667;0,9561111111;0,9855555556;0,9744444444;0,9855555556;0,9888888889
0,9866666667;0,995;0,99;0,9786666667;0,9561111111;0,9855555556;0,9744444444;0,9855555556;0,9888888889;0,9888888889
0,995;0,99;0,9786666667;0,9561111111;0,9855555556;0,9744444444;0,9855555556;0,9888888889;0,9888888889;0,9855555556
0,99;0,9786666667;0,9561111111;0,9855555556;0,9744444444;0,9855555556;0,9888888889;0,9888888889;0,9855555556;0,9916666667
0,9786666667;0,9561111111;0,9855555556;0,9744444444;0,9855555556;0,9888888889;0,9888888889;0,9855555556;0,9916666667;0,9888888889
0,9561111111;0,9855555556;0,9744444444;0,9855555556;0,9888888889;0,9888888889;0,9855555556;0,9916666667;0,9888888889;0,9544444444
0,9855555556;0,9744444444;0,9855555556;0,9888888889;0,9888888889;0,9855555556;0,9916666667;0,9888888889;0,9544444444;0,9488888889
0,9744444444;0,9855555556;0,9888888889;0,9888888889;0,9855555556;0,9916666667;0,9888888889;0,9544444444;0,9488888889;0,9455555556
0,9855555556;0,9888888889;0,9888888889;0,9855555556;0,9916666667;0,9888888889;0,9544444444;0,9488888889;0,9455555556;0,9333333333
0,9888888889;0,9888888889;0,9855555556;0,9916666667;0,9888888889;0,9544444444;0,9488888889;0,9455555556;0,9333333333;0,9444444444
0,9888888889;0,9855555556;0,9916666667;0,9888888889;0,9544444444;0,9488888889;0,9455555556;0,9333333333;0,9444444444;0,9555555556
0,9855555556;0,9916666667;0,9888888889;0,9544444444;0,9488888889;0,9455555556;0,9333333333;0,9444444444;0,9555555556;0,9555555556
0,9916666667;0,9888888889;0,9544444444;0,9488888889;0,9455555556;0,9333333333;0,9444444444;0,9555555556;0,9555555556;0,975
0,9888888889;0,9544444444;0,9488888889;0,9455555556;0,9333333333;0,9444444444;0,9555555556;0,9555555556;0,975;0,98
0,9544444444;0,9488888889;0,9455555556;0,9333333333;0,9444444444;0,9555555556;0,9555555556;0,975;0,98;0,97
0,9488888889;0,9455555556;0,9333333333;0,9444444444;0,9555555556;0,9555555556;0,975;0,98;0,97;0,9611111111
0,9455555556;0,9333333333;0,9444444444;0,9555555556;0,9555555556;0,975;0,98;0,97;0,9611111111;0,9516666667
0,9333333333;0,9444444444;0,9555555556;0,9555555556;0,975;0,98;0,97;0,9611111111;0,9516666667;0,9588888889
0,9444444444;0,9555555556;0,9555555556;0,975;0,98;0,97;0,9611111111;0,9516666667;0,9588888889;0,9666777778
0,9555555556;0,9555555556;0,975;0,98;0,97;0,9611111111;0,9516666667;0,9588888889;0,9666777778;0,9677777778
0,9555555556;0,975;0,98;0,97;0,9611111111;0,9516666667;0,9588888889;0,9666777778;0,9677777778;0,9633333333
0,975;0,98;0,97;0,9611111111;0,9516666667;0,9588888889;0,9666777778;0,9677777778;0,9633333333;0,97
0,98;0,97;0,9611111111;0,9516666667;0,9588888889;0,9666777778;0,9677777778;0,9633333333;0,97;0,9655555556
0,97;0,9611111111;0,9516666667;0,9588888889;0,9666777778;0,9677777778;0,9633333333;0,97;0,9655555556;0,9577777778
0,9611111111;0,9516666667;0,9588888889;0,9666777778;0,9677777778;0,9633333333;0,97;0,9655555556;0,9577777778;0,9577777778
0,9516666667;0,9588888889;0,9666777778;0,9677777778;0,9633333333;0,97;0,9655555556;0,9577777778;0,9577777778;0,9533333333
0,9588888889;0,9666777778;0,9677777778;0,9633333333;0,97;0,9655555556;0,9577777778;0,9577777778;0,9533333333;0,9322222222
0,9666777778;0,9677777778;0,9633333333;0,97;0,9655555556;0,9577777778;0,9577777778;0,9533333333;0,9322222222;0,9294444444
0,9677777778;0,9633333333;0,97;0,9655555556;0,9577777778;0,9577777778;0,9533333333;0,9322222222;0,9294444444;0,93
0,9633333333;0,97;0,9655555556;0,9577777778;0,9577777778;0,9533333333;0,9322222222;0,9294444444;0,93;0,9222222222
0,97;0,9655555556;0,9577777778;0,9577777778;0,9533333333;0,9322222222;0,9294444444;0,93;0,9222222222;0,9189
0,9655555556;0,9577777778;0,9577777778;0,9533333333;0,9322222222;0,9294444444;0,93;0,9222222222;0,9189;0,9211111111
0,9577777778;0,9577777778;0,9533333333;0,9322222222;0,9294444444;0,93;0,9222222222;0,9189;0,9211111111;0,92
0,9577777778;0,9533333333;0,9322222222;0,9294444444;0,93;0,9222222222;0,9189;0,9211111111;0,92;0,9222222222
0,9533333333;0,9322222222;0,9294444444;0,93;0,9222222222;0,9189;0,9211111111;0,92;0,9222222222;0,9266666667
0,9322222222;0,9294444444;0,93;0,9222222222;0,9189;0,9211111111;0,92;0,9222222222;0,9266666667;0,9233333333
0,9294444444;0,93;0,9222222222;0,9189;0,9211111111;0,92;0,9222222222;0,9266666667;0,9233333333;0,9333333333
0,93;0,9222222222;0,9189;0,9211111111;0,92;0,9222222222;0,9266666667;0,9233333333;0,9333333333;0,9311111111
0,9222222222;0,9189;0,9211111111;0,92;0,9222222222;0,9266666667;0,9233333333;0,9333333333;0,9311111111;0,9277777778
0,9189;0,9211111111;0,92;0,9222222222;0,9266666667;0,9233333333;0,9333333333;0,9311111111;0,9277777778;0,9166666667
0,9211111111;0,92;0,9222222222;0,9266666667;0,9233333333;0,9333333333;0,9311111111;0,9277777778;0,9166666667;0,9188888889
0,92;0,9222222222;0,9266666667;0,9233333333;0,9333333333;0,9311111111;0,9277777778;0,9166666667;0,9188888889;0,9177777778
0,9222222222;0,9266666667;0,9233333333;0,9333333333;0,9311111111;0,9277777778;0,9166666667;0,9188888889;0,9177777778;0,9288888889
0,9266666667;0,9233333333;0,9333333333;0,9311111111;0,9277777778;0,9166666667;0,9188888889;0,9177777778;0,9288888889;0,9266666667
0,9233333333;0,9333333333;0,9311111111;0,9277777778;0,9166666667;0,9188888889;0,9177777778;0,9288888889;0,9266666667;0,9255555556
0,9333333333;0,9311111111;0,9277777778;0,9166666667;0,9188888889;0,9177777778;0,9288888889;0,9266666667;0,9255555556;0,9222222222
0,9311111111;0,9277777778;0,9166666667;0,9188888889;0,9177777778;0,9288888889;0,9266666667;0,9255555556;0,9222222222;0,91
0,9277777778;0,9166666667;0,9188888889;0,9177777778;0,9288888889;0,9266666667;0,9255555556;0,9222222222;0,91;0,9144444444
0,9166666667;0,9188888889;0,9177777778;0,9288888889;0,9266666667;0,9255555556;0,9222222222;0,91;0,9144444444;0,8955555556
0,9188888889;0,9177777778;0,9288888889;0,9266666667;0,9255555556;0,9222222222;0,91;0,9144444444;0,8955555556;0,9077777778
0,9177777778;0,9288888889;0,9266666667;0,9255555556;0,9222222222;0,91;0,9144444444;0,8955555556;0,9077777778;0,9177777778
0,9288888889;0,9266666667;0,9255555556;0,9222222222;0,91;0,9144444444;0,8955555556;0,9077777778;0,9177777778;0,9205555556
0,9266666667;0,9255555556;0,9222222222;0,91;0,9144444444;0,8955555556;0,9077777778;0,9177777778;0,9205555556;0,9188888889
0,9255555556;0,9222222222;0,91;0,9144444444;0,8955555556;0,9077777778;0,9177777778;0,9205555556;0,9188888889;0,9288888889
0,9222222222;0,91;0,9144444444;0,8955555556;0,9077777778;0,9177777778;0,9205555556;0,9188888889;0,9288888889;0,9311111111
0,91;0,9144444444;0,8955555556;0,9077777778;0,9177777778;0,9205555556;0,9188888889;0,9288888889;0,9311111111;0,9333333333
0,9144444444;0,8955555556;0,9077777778;0,9177777778;0,9205555556;0,9188888889;0,9288888889;0,9311111111;0,9333333333;0,9333333333
0,8955555556;0,9077777778;0,9177777778;0,9205555556;0,9188888889;0,9288888889;0,9311111111;0,9333333333;0,9333333333;0,9311111111
0,9077777778;0,9177777778;0,9205555556;0,9188888889;0,9288888889;0,9311111111;0,9333333333;0,9333333333;0,9311111111;0,9255555556
0,9177777778;0,9205555556;0,9188888889;0,9288888889;0,9311111111;0,9333333333;0,9333333333;0,9311111111;0,9255555556;0,9266666667
